Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
58,1224 101 20240811 1,1224,11/08/2024,BANJIR,Kec. Lotu Ds. Fadora fulolo,NIAS UTARA,SUMATERA UTARA,Dokumentasi,"● Di picu hujan yg berlangsung bbrp hari, meskipun tidak terus menerus dan pada hari ini debit airnya cukup tinggi dan tidak henti hentinya",0,0,0,0,,0
59,1109 101 20240810 1,1109,10/08/2024,BANJIR,Kec. Simeulue tengah Ds. Latitik Ds. Lamayang Kec. Salang Ds. Nareuhe Ds. Tamon Jaya Ds. Tameng Ds. Jaya Baru,SIMEULUE,ACEH,Dokumentasi,● Hujan deras dengan intensitas tinggi mengakibatkan beberapa wilayah di Kecamatan Simeulue Tengah dan Kecamatan Salang terendam banjir,0,0,0,0,64,0
60,1101 101 20240810 1,1101,10/08/2024,BANJIR,Kec. Tapaktuan Gp. Air Berudang Gp. Tepi Air Gp. Lhok Keutapang Gp. Hilir Gp. Hulu Kec. Labuhanhaji Barat Gp. Kuta Trieng Kec. Kota Bahagia Gp. Ujung Gunong Rayeuk Gp.Beutong Gp. Jambo Keupok Gp. Ujong Gunong Gp. Alur Duamas Kec. Kluet Timur Gp. Lawe Buluh Didi Kec. Bakongan Timur Gp. Simpang,ACEH SELATAN,ACEH,Dokumentasi,● Curah hujan yang mengguyur Wilayah Kabupaten Aceh Selatan dengan Intensitas Sedang s/d Lebat dan disertai angin kencang Pada Hari Sabtu tanggal 10 Agustus 2024 sejak pukul 19:00 WIB sampai dengan saat ini membuat beberapa Gampong mengalami Banjir.,0,0,0,0,455,0
61,1111 101 20240809 1,1111,09/08/2024,BANJIR,Kec. Jeunieb Gp. Meunasah Ketapang Gp. Janggot Seungkoe,BIREUEN,ACEH,Dokumentasi,● Cuaca ekstrem menyebabkan turunnya hujan lebat sehingga terjadi banjir yang menggenangi sebagian wilayah Kabupaten Bireuen setinggi ± 5 – 50 cm.,0,0,0,0,128,0
62,6471 101 20240809 1,6471,09/08/2024,BANJIR,Kec. Balikpapan Utara Kel. Karang Joang Kel. Gn. Samarinda Kel. Batu Ampar Kel. Graha Indah Kec. Balikpapan Barat Kel. Baru Tengah Kec. Balikpapan Kota Kel. Damai Kec. Balikpapan Timur Kel. Manggar Kec. Balikpapan Selatan Kel. Sungai Nangka Kel. Damai Bahagia Kel. Damai Baru Kec. Balikpapan Tengah Kel. Sumber Rejo,KOTA BALIKPAPAN,KALIMANTAN TIMUR,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi yang berangsur lama sejak pkl. 03:00 – 08:30 WITA dan disertai tingginya pasang air laut setinggi 2,2 meter sehingga mengakibatkan banjir pada hari Jumat, 09 Agustus 2024, Pkl. 08:30 WITA",0,0,0,0,,0
63,6409 101 20240809 1,6409,09/08/2024,BANJIR,Kec. Penajam Kel. Gunung Seteleng Kel. Penajam,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Dokumentasi,"● Peringatan Dini BMKG Jumat, 09 Agustus 2024 dari pukul 01.15 WITA dan pukul 04.50 WITA bahwa akan terjadi hujan Sedang - Lebat yang dapat disertai kilat petir dan angin kencang di Wilayah Kecamatan Penajam; ● Hujan dengan intensitas yang cukup tinggi terjadi pada pukul -/+ 02.00 WITA hingga pukul 07.30 WITA di wilayah Kabupaten Penajam Paser Utara mengakibatkan meluapnya air sungai/drainase dan berdampak pada naiknya tinggi muka air pada pemukiman warga yang berada di area rendah.",0,0,0,0,600,0
64,1118 101 20240809 1,1118,09/08/2024,BANJIR,Kec. Bandar Dua Gp. Alue Ketapang Gp. Babah Krueng,PIDIE JAYA,ACEH,Dokumentasi,● Cuaca ekstrem menyebabkan turunnya hujan lebat sehingga terjadi banjir yang menggenangi sebagian wilayah Kabupaten Pidie Jaya setinggi ± 50 cm.,0,0,0,0,70,0
65,8206 101 20240807 1,8206,07/08/2024,BANJIR,Kec. Maba Tengah Ds. Dorolamo,HALMAHERA TIMUR,MALUKU UTARA,Dokumentasi,"● Hujan dengan intensitas Tinggi dan debit air yang sangat tinggi, mengakibatkan buatan meluap",0,0,0,0,35,0
66,7314 101 20240807 1,7314,07/08/2024,BANJIR,Kec. Pitu Riase Ds. Tana Toro (longsor) Ds. Lepanggeng (longsor) Ds. Bola Bulu (banjir) Kec. Dua Pitue Kel. Tanrutedong (banjir) Kel. Salomallori (banjir) Ds. Kampale (banjir) Ds. Salobukkang (banjir) Ds. Kalosi (banjir) Ds. Taccimpo (banjir) Ds. Padangloang Alau (banjir) Kec. Pitu Riawa Ds. Dongi (banjir),SIDENRENG RAPPANG,SULAWESI SELATAN,Dokumentasi,● Dipicu curah hujan dengan intensitas sedang hingga tinggi yang terjadi secara terus menerus yang menyebabkan terjadinya banjir dan tanah longsor,1,0,0,5,1424,3
67,7212 101 20240807 1,7212,07/08/2024,BANJIR,Kec. Mamosalato Ds. Tanasumpu,MOROWALI UTARA,SULAWESI TENGAH,Dokumentasi,● Telah terjadi hujan dengan intensitas yang cukup tinggi sehingga menyebabkan debit air sungai meningkat mengakibatkan 2(dua) tanggul pengaman yaitu Tanggul S. Tanasumpu dan Tanggul S.Cendrawasih tidak mampu menahan debit air Mengakibatkan luapan yang menggenangi pemukiman.,0,0,0,0,300,0
68,7503 101 20240807 1,7503,07/08/2024,BANJIR,Kec. Bone Ds. Taludaa Ds. Cendana Putih Ds. Molamahu Ds. Masiaga Kec. Bone Raya Ds. Inomata.,BONE BOLANGO,GORONTALO,Dokumentasi,● hujan dengan intensitas sedang hingga lebat dan berangsur lama sehingga menyebabkan debit air dari saluran warga meluap. Laporan masyarakat air mulai meluap pukul 06:10 WITA dan mulai menggenangi pemukiman warga,0,0,0,0,24,0
69,7313 101 20240806 1,7313,06/08/2024,BANJIR,Kec. Pitumpanua Ds. Lompolong Ds. Kaluku Ds. Alesilurung Ds. Jauh Pandang Ds. Tanrongi Ds. Lacinde Kel. Tobarakka Kel. Benteng Kel. Bulete Kel. Siwa Kec. Belawa Ds. Sappa,WAJO,SULAWESI SELATAN,Dokumentasi,"● Hujan dengan intensitas hinga sedang sejak Sabtu 3 Agustus 2024 sehingga Sungai Awo dan Sungai Siwa tidak bisa menampung debit air, mengakibatkan air memasuki kawasan pemukiman sekitar pukul 22.48 Wita di 6 Desa, meluas pada pukul 02.07 Wita di 4 Kelurahan. Ketinggian air mencapai 120 cm. Kondisi air di 6 Desa tersebut sudah mulai surut namun kondisi banjir di 4 Kelurahan masih bertahan hingga sekarang",0,0,0,0,3173,0
70,7317 101 20240806 1,7317,06/08/2024,BANJIR,Kec. Larompong Ds. Riwang Ds. Rante Belu Ds. Buntu Matabing Kec. Larompong selatan Ds. Sampano Ds. Temboe Ds. Dadeko Kec. Suli Barat Ds. Muhajirin Kel. Lindajang Ds. Buntu Barana Ds. Poringan Desa Kaili,LUWU,SULAWESI SELATAN,Dokumentasi,"● terjadi hujan dengan intensitas lebat sejak pukul 19.30 wita malam di hampir seluruh wilayah di Kabupaten Luwu yang menyebabkan tingginya debit air di beberapa sungai dan meluap ke pemukiman warga di beberapa Desa dengan ketinggian bervariasi 50 -95 cm, banjir ini juga menyebabkan kemacetan di jalan Trans Sulawesi hingga pagi ini",0,0,0,0,375,0
71,8106 101 20240804 1,8106,04/08/2024,BANJIR,Kec. Kairatu Ds. Kairatu Ds. Kamarian Kec. Kairatu Barat Ds. Waesamu Ds. Waihatu Kec. Inamasol Ds. Honitetu,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,"● Dipicu hujan dengan intensitas sedang hingga lebat yang terjadi di beberapa Kecamatan di Kab. Maluku pada hari Minggu, 4 Agustus 2024 , Pkl. 03.00 - 09.00 WIT berdampak pada tinggi volume air dan derasnya arus di dalam sungai mengakibatkan robohnya sebagian talud sungai. Air disertai tanah masuk kedalam pemukiman warga, menggenangi jalan setapak dan jalan raya, dan fasilitas lainnya.",0,0,0,0,,0
72,3201 101 20240803 1,3201,03/08/2024,BANJIR,Kec. Cileungsi Ds. Mekarsari,BOGOR,JAWA BARAT,Dokumentasi,"● Dipicu Hujan dengan intensitas Tinggi pada hari Sabtu, 3 Agustus 2024 , Pkl. 17.00 WIB mengakibatkan Setu buatan meluap dan berdampak pada rumah warga di Ds. Mekarsari",0,0,0,0,,0
73,9406 101 20240802 1,9406,02/08/2024,BANJIR,Distrik Kamuu Kampung Bukapa Kampung Putapa,DOGIYAI,PAPUA TENGAH,Dokumentasi,"● Dipicu hujan yang berangsur selama 3 hari terakhir mengakibatkan banjir bandang pada hari Jumat, 02 Agustus 2024, Pkl. 20:00 WIT",4,1,1,0,,0
74,3201 101 20240801 1,3201,01/08/2024,BANJIR,Kec. Sukaraja Ds. Pasir Jambu,BOGOR,JAWA BARAT,Dokumentasi,● Disebabkan Hujan dengan intensitas Tinggi mengakibatkan Aliran kali cibagolo Meluap dan Tembok Penahan Tanah (TPT) Aliran kali cibagolo ambruk Sehingga merendam di beberapa Rumah warga.,0,0,0,1,,0
75,7313 101 20240801 1,7313,01/08/2024,BANJIR,Kec. Pitumpanua Ds. Lompoloang Ds. Kaluku Ds. Alesilurung Kel. Tobaraka Kel. Benteng Kel. Bulete,WAJO,SULAWESI SELATAN,Dokumentasi,"● Hujan dengan intensitas hingga sedang sejak 30 Juli 2024 sehingga Sungai Awo tidak bisa menampung debit air, mengakibatkan air memasuki kawasan pemukiman. Ketinggian air mencapai setinggi paha orang dewasa",0,0,0,0,1622,0
76,7409 101 20240730 1,7409,30/07/2024,BANJIR,Kec. Andowia Kel. Andowia Ds. Labungga Ds. Laronanga Ds. Puuwonua Ds. Waworate Ds. Larobende Ds. Amolame Ds. Lambudoni Ds. Lamondowo Ds. Ambake Ds. Mata Iwoi Ds. Banggarema Kec. Asera Ds. Punggomosi,KONAWE UTARA,SULAWESI TENGGARA,Dokumentasi,"● Intensitas curah hujan yang tinggi sejak tanggal 29 Juli 2024 sampai 30 Juli 2024 menyebabkan meluapnya Sungai Anggomate dan lambudoni meluap sampai ke jalan dan pemukiman warga pada Selasa, 30 Juli 2024, Pkl. 05.26 WITA",0,0,0,0,1252,0
77,7314 101 20240725 1,7314,25/07/2024,BANJIR,Kec. Pitu Riase Ds. Tana Toro Ds. Bola Bulu Kec. Dua Pitue Kel. Tanrutedong Ds. Kampale Ds. Salobukkang Ds. Kalosi Ds. Taccimpo Kec. Pitu Riawa Ds. Dongi,SIDENRENG RAPPANG,SULAWESI SELATAN,Dokumentasi,● Dipicu curah hujan dengan intensitas sedang hingga tinggi yang terjadi secara terus menerus yang menyebabkan terjadinya banjir dan tanah longsor,0,0,0,0,1152,0
78,7501 101 20240723 1,7501,23/07/2024,BANJIR,Kec. Dungaliyo Ds. Dungaliyo Ds. Kaliyoso Ds. Pangadaa Ds. Duwanga Ds. Bongomeme Ds. Pilolalenga,GORONTALO,GORONTALO,Dokumentasi,● Intensitas hujan yang tinggi di wilayah Kab. Gorontalo,0,0,0,0,1309,0
79,8206 101 20240722 1,8206,22/07/2024,BANJIR,Kec. Kota Maba Ds. Soa Gimalaha,HALMAHERA TIMUR,MALUKU UTARA,Dokumentasi,"● Hujan Dengan intensitas tinggi, Hujan sedang-lebat yang dapat disertai Kilat/petir dan Angin kencang, Meluapnya kali sangaji maka terjadi nya banjir",0,0,0,7,40,0
80,8206 101 20240721 1,8206,21/07/2024,BANJIR,Kec. Maba Tengah Desa Beringin Lamo Desa Bangul Desa Babasaram Desa Wayamli Desa Yawanli Desa Dorolamo Desa Tatangapu Kec. Maba D. Baburino Ds. Pekaulang,HALMAHERA TIMUR,MALUKU UTARA,Dokumentasi,● Hujan Deras/lebat kurang lebih 1 hari dan Angin Kencang mengakibatkan meluapnya kali Onal dan kali Walal. Diperkirakan Ketinggian Banjir ± 90 cm.,0,0,0,5,522,0
81,8202 101 20240720 1,8202,20/07/2024,BANJIR,Kec. Weda Tengah Ds. Lukulamo Ds. Kulo Jaya Ds. Woejerana Ds. Woekob Kec. Weda Utara Ds. Sagea Ds. Kiya,HALMAHERA TENGAH,MALUKU UTARA,Dokumentasi,"● Dipicu Intensitas hujan yang tinggi pada hari Sabtu, 20 Juli 2024, Pkl. 09:30 WIT, sehingga menyebabkan debit air Sungai Akejira, Sungai Saloi bermuara pada Sungai Kobe naik dan menggenangi pemukiman sepanjang daerah aliran sungai",0,0,0,0,990,0
82,6409 101 20240718 1,6409,18/07/2024,BANJIR,Kec. Babulu Ds. Labangka barat Kec. Penajam Ds. Lawe-lawe Kec. Waru Kec. Sepaku,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Dokumentasi,● Dipicu Hujan dengan intensitas yang cukup tinggi terjadi pada Tgl 18 Juli pukul 19.00 WITA hingga pukul 19.30 WITA di daerah Desa Labangka Barat. Mengakibatkan meluapnya air sungai/drainase dan berdampak pada naiknya tinggi muka air pada pemukiman warga yang berada di area rendah,0,0,0,0,609,2
83,7317 101 20240716 1,7317,16/07/2024,BANJIR,Kec. Larompong Ds. Komba Kel. Larompong Ds. Riwang Ds. Rante Belu Ds. Buntu Matabing Ds. Riwang Selatan Kec. Larompong Selatan Ds. Malewong Ds. Sampano Ds. Temboe Kec. Suli Barat Kel. Lindajang Ds. Buntu Barana Kec. Suli Kel. Suli Ds. Lempopacci Ds. Botta Ds. Buntu Kunyi Ds. Murante Kec. Belopa Kel. Senga Ds. Senga Selatan,LUWU,SULAWESI SELATAN,Dokumentasi,● Dipicu karena hujan dengan intensitas lebat sejak pukul 02.00 WITA pagi dini hari di hampir seluruh wilayah di Kabupaten Luwu yang menyebabkan banjir di beberapa kecamatan yg terendam dan juga tanah longsor susulan di Dsn. Sikuku Ds. Komba Kec. Larompong,0,0,0,0,347,0
84,7322 101 20240715 1,7322,15/07/2024,BANJIR,Kec. Mappideceng Ds. Uraso Ds. Tarra Tallu Ds. Bantimurung (longsor) Ds. Pincara (longsor) Kec. Bone-bone Kel. Bone-bone Ds. Patila Ds. Pantoloan Ds. Tamuku Ds. Sido Makmur Ds. Mukti Sari Kec. Tana Lili Ds. Bungadidi Ds. Patila Ds. Rampoang Ds. Sidomakmur Kec. Masamba Ds. Pincara Kec. Mappedeceng Ds. Uraso Ds. Tarra Tallu,LUWU UTARA,SULAWESI SELATAN,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi sejak semalam hingga saat ini sehingga menyebabkan sungai Baliase di Kec. Mappideceng, sungai Lampuawa & sungai Masapi di Kec. Sukamaju, sungai kanjiro & Patila di Kec. Bone-bone meluap pada hari Senin, 15 Juli 2024, Pkl. 20:00 WITA",0,0,0,0,1289,0
85,9404 101 20240714 1,9404,14/07/2024,BANJIR,Distrik Tembagapura Kp. Banti Satu Kp. Banti Dua Kp. Opitawak Kp. Utikini Lama,MIMIKA,PAPUA TENGAH,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi yang berangsur lama, selama 3 (tiga) hari berturut-turut sehingga mengakibatkan struktur tanah menjadi labil dan terjadi longsor pada hari Minggu, 14 Juli 2024, Pkl. 03:00 WIT",7,0,0,0,,0
86,6503 101 20240713 1,6503,13/07/2024,BANJIR,Kec. Krayan Selatan Ds. Pa Tera Ds. Pa Sing Ds. Dalan Ds. Long Budung Ds. Long Pupung Ds. Pa Urang,NUNUKAN,KALIMANTAN UTARA,Dokumentasi,● disebabkan oleh intensitas curah hujan yang cukup tinggi serta struktur tanah yang labil.,0,0,0,0,238,0
87,7205 101 20240712 1,7205,12/07/2024,BANJIR,Kec. Paleleh Barat Ds. Bodi Kec. Paleleh Ds. Paleleh Ds. Kwalabesar Ds. Baturata,BUOL,SULAWESI TENGAH,Dokumentasi,● Dipicu hujan dengan intensitas tinggi yang terjadi di wilayah Kab. Buol,1,0,0,0,144,0
88,6502 101 20240712 1,6502,12/07/2024,BANJIR,Kec. Mentarang Hulu Ds. Lung Simau Kec. Malinau Mentarang Ds. Paking Kec. Malinau Barat Ds. Tanjung Lapang Kec. Malinau Kota Ds. Malinau Kota Ds. Pelita Kanaan Ds. Malinau Hulu Ds. Tanjung Keranjang Kec. Malinau Utara Ds. Malinau Seberang Ds. Respen Tubu,MALINAU,KALIMANTAN UTARA,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,3958,0
89,8204 101 20240712 1,8204,12/07/2024,BANJIR,Kec. Bacan Ds. Labuha Kec. Bacan Selatan Ds. Panambong,HALMAHERA SELATAN,MALUKU UTARA,Dokumentasi,● Dipicu Gelobang Pasang pada Hari Jumat Tanggal 12 Juli 2024 pukul 09.30 WIT Kecamatan Bacan dengan ketinggian air laut 1.5 Meter sertah terdapat curah hujan dengan intensitas Ringan-sedang,0,0,0,0,,1
90,8106 101 20240710 1,8106,10/07/2024,BANJIR,Kec. Kairatu Ds. Kairatu Ds. Kamarian Kec. Kairatu Barat Ds. Kamal Ds. Nuruwe Ds. Waesamu Ds. Waihatu Kec. Inamosol Ds. Hunitetu Kec. Huamual Ds. Luhu Ds. Lokki Kec. Huamual Belakang Ds. Luhutuban,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,"● Intensitas hujan sedang hingga lebat terjadi dalam 2 hari, berdampak pada naiknya volume air di sungai besar maupun sungai kecil, luapan air dari sungai-sungai tersebut mengakibatkan banjir. Air menggenangi dan masuk ke dalam rumah warga. ● Air menggenangi jalan setapak dan jalan raya, tanah longsor dan pengikisan tanah pada bagian bawah jembatan berdampak pada amblasnya jembatan dan jalan, serta tanah longsor.",0,0,0,0,560,0
91,7201 101 20240710 1,7201,10/07/2024,BANJIR,Kec. Moilong Ds. Toili Ds. Karanganyar Ds. Saluan Kec. Batui Ds. Kayowa,BANGGAI,SULAWESI TENGAH,Dokumentasi,"● Hujan dengan intensitas tinggi mengakibatkan jebolnya bendung/tanggul yang berada di Desa Argakencana Kec. Moilong sehingga mengakibatkan meluapnya air di Dusun Kayuku Desa Toili, Desa Karanganyar, dan Desa Saluan Kec. Moilong Kab. Banggai",0,0,0,0,60,0
92,1222 101 20240710 1,1222,10/07/2024,BANJIR,Kec. Kotapinang Ds. mampang Dusun I Mampang Desa Perkebunan Normark Dusun IV,LABUHANBATU SELATAN,SUMATERA UTARA,Dokumentasi,● Dipicu Curah hujan menyebabkan naiknya air (meluap) Sungai Ulumahuan ke pemukiman warga.,0,0,0,0,,0
93,7571 101 20240710 1,7571,10/07/2024,BANJIR,Kec. Kota Barat Ds. Tenilo Ds. Buliide Ds. Buladu Ds. Dembe 1 Ds. Lekobalo Ds. Molosipat - w Ds. Pilolodaa Kec. Kota Utara Ds. Wongkaditi timur Ds. Dembe ii Ds. Dembe jaya Ds. Wongkaditi barat Ds. Dulomo selatan Ds. Dulomo utara Kec. kota selatan Ds. limbau i Ds. biawao Ds. limbau ii Ds. limba b Ds. biawu Kec.kota tengah Ds. dulalowo Ds. dulalowo timur Ds. liluwo Ds .paguyaman Ds .pulubala Ds. wumialo Kec.kota timur Ds. moodu Ds. heledulaa selatan Ds. tamalate Ds. heledulaa utara Ds. ipilo Ds. padebuolo Kec. dumbo raya Ds. leato selatan Ds. leato utara Ds. botu Ds. bugis Ds. talumolo Kec. hulondhalangi Ds.tenda Ds.donggala Ds.pohe Ds.siendeng Ds.tanjung kramat Kec.dungingi Ds .tomulobutao Ds huangobotu Ds libuo Ds tomulabutao selatan Ds tuladenggi Kec.sipatana Ds molosipat u Ds tanggikiki Ds bulotadaa timur Ds tapa Ds bulotadaa barat,KOTA GORONTALO,GORONTALO,Dokumentasi,● Dipicu hujan dengan intensitas tinggi yang terjadi di wilayah Kota Gorontalo,1,0,227,0,4686,0
94,7502 101 20240710 1,7502,10/07/2024,BANJIR,Kec. Botumoito Ds. Patoameme Ds. Botumoito Ds. Tutulo Ds. Bolihutuo,BOALEMO,GORONTALO,Dokumentasi,"● Akibat curah hujan dengan intensitas sedang/lebat dari pukul 05.30 wita sampai dengan pukul 12.30 wita, dengan volume air yang besar, maka drainase tidak mampu menampung debit air tersebut sehingga mengakibatkan bencana banjir di beberapa desa di Kecamatan Botumoito Kabupaten Boalemo.l",0,0,0,0,,0
95,8101 101 20240710 1,8101,10/07/2024,BANJIR,Kec. Amahai Negari Sepa,MALUKU TENGAH,MALUKU,Dokumentasi,● hujan deras intensitas Sedang hingga lebat yang terjadi mengakibatkan meluapnya sungai Wae Lahataumtua,0,0,0,0,28,0
96,1607 101 20240709 1,1607,09/07/2024,BANJIR,Kec. Talang Kalapa Kel. Sukajadi Timur,BANYUASIN,SUMATERA SELATAN,Dokumentasi,"● hujan dengan intensitas tinggi yang mengguyur sebagian wilayah Kabupaten Banyuasin yang menyebabkan debit air tidak tertampung,",0,0,0,0,187,0
97,6472 101 20240708 1,6472,08/07/2024,BANJIR,Kec. Samarinda Utara Kel. Pampang,KOTA SAMARINDA,KALIMANTAN TIMUR,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,93,0
98,7201 101 20240708 1,7201,08/07/2024,BANJIR,Kec. Toili Ds. Rusa Kencana,BANGGAI,SULAWESI TENGAH,Dokumentasi,● Dipicu oleh Intensitas curah hujan yang tinggi dan air pasang yang terjadi menyebabkan banjir menggenangi pemukiman warga,0,0,0,0,160,0
99,7206 101 20240708 1,7206,08/07/2024,BANJIR,Kec. Witaponda Ds. Sampeantaba,MOROWALI,SULAWESI TENGAH,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi dan pasang air laut,0,0,0,0,27,0
100,1310 101 20240708 1,1310,08/07/2024,BANJIR,Kec. Pulau Punjung Nag. Gunung Selasih,DHARMASRAYA,SUMATERA BARAT,Dokumentasi,"● Dipicu oleh curah hujan yang tinggi, pukul 00:00 wib sampai pukul 03.00 wib sehingga sungai Batang Tangean dan Sungai Batang Lalo mulai meluap dan air mulai naik jam 07:00 wib",0,0,0,0,36,0
101,7317 101 20240707 1,7317,07/07/2024,BANJIR,Kec. Bua Ponrang Kel. Noling Kec. Larompong Kel. Larompong Ds. Riwang Ds. Rante Belu Ds. Komba Kec. Ponrang Selatan Kel. Pattedong Ds. Sampano Kec. Suli Barat Kel. Lindajang Ds. Buntu Barana Kec. Suli Kel. Suli Ds. Malela Ds. Cakkeawo Ds. Cimpu Kec. Bastem Ds. Bolu Kec. Bupon Ds. Tampumia Kec. Bajo Barat Ds. Saronda Kec. Latimojong Ds. Boneposi Kec. Ponrang Kel. Padang Sappa Kec. Belopa Ds. Kurusumanga,LUWU,SULAWESI SELATAN,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,500,0
102,7101 101 20240707 1,7101,07/07/2024,BANJIR,Kec. Posigadan Ds. Molisipat Ds. Lion Ds. Manggadaa Ds. Saibuah Ds. Tonala Ds. Meyambanga Ds. Meyambanga Timur Ds. Momalia II Ds. Momalia I Ds. Momalia Tiga Ds. Iloheluma Ds. Pilolahunga Ds. Luwoo Ds. Inosota Ds. Sakti Ds. Sinombayuga Kec. Tomini Ds. Tolutu Ds. Nunuka Raya Ds. Pakuku Jaya,BOLAANG MONGONDOW,SULAWESI UTARA,Dokumentasi,● Dipicu intensitas hujan sedang hingga lebat menyebabkan terjadinya genangan dan luapan sungai di Kecamatan Posigadan dan Kec. Tomini,0,0,0,1,1026,0
103,3671 101 20240707 1,3671,07/07/2024,BANJIR,Kec. Benda Kec. Cipondoh Kel. Petir Kec. Pinang Kec. Batuceper Kec. Karang Tengah Kel. Pedurenan,KOTA TANGERANG,BANTEN,Dokumentasi,"● Dipicu hujan dengan intensitas sedang - lebat yang berangsur lama disertai meluapnya kali / bendungan polor sehingga mengakibatkan banjir pada hari Minggu, 07 Juli 2024, Pkl. 06:40 WIB",0,0,0,0,105,0
104,7322 101 20240707 1,7322,07/07/2024,BANJIR,Kec. Malangke Ds. Puttemata Ds. Pettalandung Ds. Pattimang Ds. Girikusuma Kec. Malangke Barat Ds. Cenning Ds. Waelawi Ds. Wara Ds. Limbong Wara Ds. Pombakka Kec. Baebunta Selatan Ds. Lawewe Ds. Beringin Jaya Ds. Lembang-lembang,LUWU UTARA,SULAWESI SELATAN,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi di daerah hulu yang berangsur lama sehingga terjadi peningkatan debit air pada sungai Baliase, Masamba & sungai Rongkong sehingga menyebabkan luapan air & terjadi banjir di kawasan permukiman dan pertanian pada hari Minggu, 07 Juli 2024, Pkl. 01:00 WITA",0,0,0,0,3055,0
105,7212 101 20240707 1,7212,07/07/2024,BANJIR,Kec. Bungku Utara Ds. Kalombang Ds. Posangke Ds. Lemo Kec. Lembo Ds. Korompeli,MOROWALI UTARA,SULAWESI TENGAH,Dokumentasi,"● Dipicu oleh hujan dengan intensitas tinggi yang mengakibatkan debit air sungai Kalombang dan sungai Siombo meluap sehingga menyebabkan banjir pada hari Minggu, 07 Juli 2024, Pkl. 05:00 WITA",0,0,0,0,177,0
106,3216 101 20240706 1,3216,06/07/2024,BANJIR,Kec. Sukakarya Ds. Sukajadi,BEKASI,JAWA BARAT,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,2386,0
107,1771 101 20240706 1,1771,06/07/2024,BANJIR,Kec. Gading Cempaka Kel. Lingkar Barat Kec. Singaran Pati Kel. Dusun Besar Kec. Ratu Agung Kel. Tanah Patah Kec. Nusa Indah Kel. Nusa Indah Kec. Selebar Kel. Pagar Dewa,KOTA BENGKULU,BENGKULU,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi yang berangsur lama sehingga mengakibatkan air sungai meluap dan terjadi banjir pada hari Sabtu, 06 Juli 2024, Pkl. 06:00 WIB",0,0,0,0,340,0
108,3674 101 20240706 1,3674,06/07/2024,BANJIR,Kec. Pamulang Kel. Pamulang Barat Kec. Ciputat Timur Kel. Rempoa Kec. Setu Kel. Keranggan Kec. Pondok Aren Kel. Juramangu Barat Kec. Ciputat Kel. Sawah Kel. Jombang Kec. Serpong Utara Kel. Jelupang,KOTA TANGERANG SELATAN,BANTEN,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi disertai struktur tanah yang labil sehingga menyebabkan banjir dan longsor pada hari Sabtu, 06 Juli 2024, Pkl. 13:20 WIB",0,0,0,0,668,0
109,7315 101 20240706 1,7315,06/07/2024,BANJIR,Kec. Suppa Ds. Polewali,PINRANG,SULAWESI SELATAN,Dokumentasi,● Dipicu oleh hujan dengan intensitas tinggi menyebabkan sungai di dusun Bela-Belawa meluap,0,0,0,0,25,0
110,1705 101 20240706 1,1705,06/07/2024,BANJIR,Kec. Sukaraja Ds. Cahaya Negeri Ds. Jenggalu,SELUMA,BENGKULU,Dokumentasi,"● Dipicu hujan dengan intensitas tinggi / lebat mengakibatkan air sungai meluap sehingga terjadi banjir pada hari Sabtu, 06 Juli 2024, Pkl. 06:30 WIB",0,0,0,0,124,1
111,3209 101 20240706 1,3209,06/07/2024,BANJIR,Kec. Arjawinangun Ds. Arjawinangun Kec. Gegesik Ds. Bayalangu Lor Ds. Bayalangu Kidul Ds. Jagapura Kulon Ds. Jagapura Lor Kec. Panguragan Ds. Kalianyar Ds. Panguragan Kec. Susukan Ds. Bunder,CIREBON,JAWA BARAT,Dokumentasi,"● Dipicu curah hujan dengan intensitas tinggi dan durasi yang lama baik di wilayah Cirebon maupun di wilayah Majalengka serta meluapnya sungai Wangan Ayam , Pembuang Posong, sungai Winong, sungai Jonggol, sungai Sriganala dan Kiriman dari Arjawinangun dan buruknya drainase serta saluran irigasi yang mengalami sedimentasi",0,0,0,0,5241,0
